"TIME","GEO","UNIT","LANDCOVER","Value","Flag and Footnotes"
"2018","Macroregiunea trei","Percentage","Artificial land","4.3",""
"2015","Macroregiunea trei","Percentage","Artificial land","3.2",""
"2012","Macroregiunea trei","Percentage","Artificial land","3",""
"2009","Macroregiunea trei","Percentage","Artificial land",":",""
"2018","Sud - Muntenia","Percentage","Artificial land","3.7",""
"2015","Sud - Muntenia","Percentage","Artificial land","2.6",""
"2012","Sud - Muntenia","Percentage","Artificial land","2.5",""
"2009","Sud - Muntenia","Percentage","Artificial land",":",""
"2018","Bucuresti - Ilfov","Percentage","Artificial land","16.5",""
"2015","Bucuresti - Ilfov","Percentage","Artificial land","15.3",""
"2012","Bucuresti - Ilfov","Percentage","Artificial land","13.8",""
"2009","Bucuresti - Ilfov","Percentage","Artificial land",":",""
"2018","Macroregiunea patru","Percentage","Artificial land","2.5",""
"2015","Macroregiunea patru","Percentage","Artificial land","2.1",""
"2012","Macroregiunea patru","Percentage","Artificial land","2",""
"2009","Macroregiunea patru","Percentage","Artificial land",":",""
"2018","Sud-Vest Oltenia","Percentage","Artificial land","2.5",""
"2015","Sud-Vest Oltenia","Percentage","Artificial land","2.4",""
"2012","Sud-Vest Oltenia","Percentage","Artificial land","2.3",""
"2009","Sud-Vest Oltenia","Percentage","Artificial land",":",""
"2018","Vest","Percentage","Artificial land","2.6",""
"2015","Vest","Percentage","Artificial land","1.8",""
"2012","Vest","Percentage","Artificial land","1.6",""
"2009","Vest","Percentage","Artificial land",":",""
"2018","Slovenia","Percentage","Artificial land","4.3",""
"2015","Slovenia","Percentage","Artificial land","3.3",""
"2012","Slovenia","Percentage","Artificial land","3.2",""
"2009","Slovenia","Percentage","Artificial land","3",""
"2018","Slovenija","Percentage","Artificial land","4.3",""
"2015","Slovenija","Percentage","Artificial land","3.3",""
"2012","Slovenija","Percentage","Artificial land","3.2",""
"2009","Slovenija","Percentage","Artificial land","3",""
"2018","Vzhodna Slovenija","Percentage","Artificial land","4.5",""
"2015","Vzhodna Slovenija","Percentage","Artificial land","3.1",""
"2012","Vzhodna Slovenija","Percentage","Artificial land","3.1",""
"2009","Vzhodna Slovenija","Percentage","Artificial land","3",""
"2018","Zahodna Slovenija","Percentage","Artificial land","4.1",""
"2015","Zahodna Slovenija","Percentage","Artificial land","3.5",""
"2012","Zahodna Slovenija","Percentage","Artificial land","3.4",""
"2009","Zahodna Slovenija","Percentage","Artificial land","3.1",""
"2018","Slovakia","Percentage","Artificial land","3.4",""
"2015","Slovakia","Percentage","Artificial land","3",""
"2012","Slovakia","Percentage","Artificial land","2.8",""
"2009","Slovakia","Percentage","Artificial land","2.6",""
"2018","Slovensko","Percentage","Artificial land","3.4",""
"2015","Slovensko","Percentage","Artificial land","3",""
"2012","Slovensko","Percentage","Artificial land","2.8",""
"2009","Slovensko","Percentage","Artificial land","2.6",""
"2018","Bratislavský kraj","Percentage","Artificial land","4.6",""
"2015","Bratislavský kraj","Percentage","Artificial land","6.1",""
"2012","Bratislavský kraj","Percentage","Artificial land","5.6",""
"2009","Bratislavský kraj","Percentage","Artificial land","5.2",""
"2018","Západné Slovensko","Percentage","Artificial land","4.9",""
"2015","Západné Slovensko","Percentage","Artificial land","3.9",""
"2012","Západné Slovensko","Percentage","Artificial land","3.7",""
"2009","Západné Slovensko","Percentage","Artificial land","3.5",""
"2018","Stredné Slovensko","Percentage","Artificial land","2.4",""
"2015","Stredné Slovensko","Percentage","Artificial land","2.3",""
"2012","Stredné Slovensko","Percentage","Artificial land","2",""
"2009","Stredné Slovensko","Percentage","Artificial land","1.9",""
"2018","Východné Slovensko","Percentage","Artificial land","2.9",""
"2015","Východné Slovensko","Percentage","Artificial land","2.4",""
"2012","Východné Slovensko","Percentage","Artificial land","2.4",""
"2009","Východné Slovensko","Percentage","Artificial land","2.2",""
"2018","Finland","Percentage","Artificial land","1.7",""
"2015","Finland","Percentage","Artificial land","1.6",""
"2012","Finland","Percentage","Artificial land","1.6",""
"2009","Finland","Percentage","Artificial land","1.5",""
"2018","Manner-Suomi","Percentage","Artificial land","1.7",""
"2015","Manner-Suomi","Percentage","Artificial land","1.6",""
"2012","Manner-Suomi","Percentage","Artificial land","1.6",""
"2009","Manner-Suomi","Percentage","Artificial land","1.5",""
"2018","Länsi-Suomi","Percentage","Artificial land","2.2",""
"2015","Länsi-Suomi","Percentage","Artificial land","2.7",""
"2012","Länsi-Suomi","Percentage","Artificial land","2.6",""
"2009","Länsi-Suomi","Percentage","Artificial land","2.4",""
"2018","Helsinki-Uusimaa","Percentage","Artificial land","5.5",""
"2015","Helsinki-Uusimaa","Percentage","Artificial land","5.3",""
"2012","Helsinki-Uusimaa","Percentage","Artificial land","5.1",""
"2009","Helsinki-Uusimaa","Percentage","Artificial land","4.7",""
"2018","Etelä-Suomi","Percentage","Artificial land","3.3",""
"2015","Etelä-Suomi","Percentage","Artificial land","3",""
"2012","Etelä-Suomi","Percentage","Artificial land","2.9",""
"2009","Etelä-Suomi","Percentage","Artificial land","2.8",""
"2018","Pohjois- ja Itä-Suomi","Percentage","Artificial land","1.1",""
"2015","Pohjois- ja Itä-Suomi","Percentage","Artificial land","1",""
"2012","Pohjois- ja Itä-Suomi","Percentage","Artificial land","0.9",""
"2009","Pohjois- ja Itä-Suomi","Percentage","Artificial land","0.9",""
"2018","Åland","Percentage","Artificial land","1.3",""
"2015","Åland","Percentage","Artificial land",":",""
"2012","Åland","Percentage","Artificial land",":",""
"2009","Åland","Percentage","Artificial land",":",""
"2018","Åland","Percentage","Artificial land","1.3",""
"2015","Åland","Percentage","Artificial land",":",""
"2012","Åland","Percentage","Artificial land",":",""
"2009","Åland","Percentage","Artificial land",":",""
"2018","Sweden","Percentage","Artificial land","1.8",""
"2015","Sweden","Percentage","Artificial land","1.6",""
"2012","Sweden","Percentage","Artificial land","1.5",""
"2009","Sweden","Percentage","Artificial land","1.5",""
"2018","Östra Sverige","Percentage","Artificial land","3.6",""
"2015","Östra Sverige","Percentage","Artificial land","2.9",""
"2012","Östra Sverige","Percentage","Artificial land","2.8",""
"2009","Östra Sverige","Percentage","Artificial land","2.6",""
"2018","Stockholm","Percentage","Artificial land","8.3",""
"2015","Stockholm","Percentage","Artificial land","5.3",""
"2012","Stockholm","Percentage","Artificial land","5.1",""
"2009","Stockholm","Percentage","Artificial land","4.4",""
"2018","Östra Mellansverige","Percentage","Artificial land","2.8",""
"2015","Östra Mellansverige","Percentage","Artificial land","2.5",""
"2012","Östra Mellansverige","Percentage","Artificial land","2.4",""
"2009","Östra Mellansverige","Percentage","Artificial land","2.4",""
"2018","Södra Sverige","Percentage","Artificial land","3.5",""
"2015","Södra Sverige","Percentage","Artificial land","2.9",""
"2012","Södra Sverige","Percentage","Artificial land","2.8",""
"2009","Södra Sverige","Percentage","Artificial land","2.7",""
"2018","Småland med öarna","Percentage","Artificial land","2.7",""
"2015","Småland med öarna","Percentage","Artificial land","2",""
"2012","Småland med öarna","Percentage","Artificial land","1.9",""
"2009","Småland med öarna","Percentage","Artificial land","1.8",""
"2018","Sydsverige","Percentage","Artificial land","5.4",""
"2015","Sydsverige","Percentage","Artificial land","4.3",""
"2012","Sydsverige","Percentage","Artificial land","4.2",""
"2009","Sydsverige","Percentage","Artificial land","4.1",""
"2018","Västsverige","Percentage","Artificial land","3.6",""
"2015","Västsverige","Percentage","Artificial land","3.2",""
"2012","Västsverige","Percentage","Artificial land","3.1",""
"2009","Västsverige","Percentage","Artificial land","3",""
"2018","Norra Sverige","Percentage","Artificial land","1",""
"2015","Norra Sverige","Percentage","Artificial land","1.1",""
"2012","Norra Sverige","Percentage","Artificial land","1",""
"2009","Norra Sverige","Percentage","Artificial land","0.9",""
"2018","Norra Mellansverige","Percentage","Artificial land","1.9",""
"2015","Norra Mellansverige","Percentage","Artificial land","1.8",""
"2012","Norra Mellansverige","Percentage","Artificial land","1.6",""
"2009","Norra Mellansverige","Percentage","Artificial land","1.6",""
"2018","Mellersta Norrland","Percentage","Artificial land","0.9",""
"2015","Mellersta Norrland","Percentage","Artificial land","1.1",""
"2012","Mellersta Norrland","Percentage","Artificial land","0.9",""
"2009","Mellersta Norrland","Percentage","Artificial land","0.9",""
"2018","Övre Norrland","Percentage","Artificial land","0.7",""
"2015","Övre Norrland","Percentage","Artificial land","0.8",""
"2012","Övre Norrland","Percentage","Artificial land","0.7",""
"2009","Övre Norrland","Percentage","Artificial land","0.7",""
"2018","United Kingdom","Percentage","Artificial land","6.4",""
"2015","United Kingdom","Percentage","Artificial land","6.5",""
"2012","United Kingdom","Percentage","Artificial land","6.2",""
"2009","United Kingdom","Percentage","Artificial land","6",""
"2018","North East (UK)","Percentage","Artificial land","8.2",""
"2015","North East (UK)","Percentage","Artificial land","7.1",""
"2012","North East (UK)","Percentage","Artificial land","6.7",""
"2009","North East (UK)","Percentage","Artificial land","6.6",""
"2018","Tees Valley and Durham","Percentage","Artificial land","11.2",""
"2015","Tees Valley and Durham","Percentage","Artificial land","10.3",""
"2012","Tees Valley and Durham","Percentage","Artificial land","9.6",""
"2009","Tees Valley and Durham","Percentage","Artificial land","9.5",""
"2018","Northumberland and Tyne and Wear","Percentage","Artificial land","6.6",""
"2015","Northumberland and Tyne and Wear","Percentage","Artificial land","5.4",""
"2012","Northumberland and Tyne and Wear","Percentage","Artificial land","5.2",""
"2009","Northumberland and Tyne and Wear","Percentage","Artificial land","5.1",""
"2018","North West (UK)","Percentage","Artificial land","9.8",""
"2015","North West (UK)","Percentage","Artificial land","11.4",""
"2012","North West (UK)","Percentage","Artificial land","10.8",""
"2009","North West (UK)","Percentage","Artificial land","10.4",""
"2018","Cumbria","Percentage","Artificial land","2.8",""
"2015","Cumbria","Percentage","Artificial land","3.7",""
"2012","Cumbria","Percentage","Artificial land","3.6",""
"2009","Cumbria","Percentage","Artificial land","3.5",""
"2018","Greater Manchester","Percentage","Artificial land","31.5",""
"2015","Greater Manchester","Percentage","Artificial land","42.1",""
"2012","Greater Manchester","Percentage","Artificial land","40.6",""
"2009","Greater Manchester","Percentage","Artificial land","39.7",""
"2018","Lancashire","Percentage","Artificial land","10.8",""
"2015","Lancashire","Percentage","Artificial land","11.4",""
"2012","Lancashire","Percentage","Artificial land","9.8",""
"2009","Lancashire","Percentage","Artificial land","9.7",""
"2018","Cheshire","Percentage","Artificial land","10.3",""
"2015","Cheshire","Percentage","Artificial land","9",""
"2012","Cheshire","Percentage","Artificial land","8.8",""
"2009","Cheshire","Percentage","Artificial land","8.2",""
"2018","Merseyside","Percentage","Artificial land","31.5",""
"2015","Merseyside","Percentage","Artificial land","36.8",""
"2012","Merseyside","Percentage","Artificial land","35.9",""
"2009","Merseyside","Percentage","Artificial land","33.4",""
"2018","Yorkshire and The Humber","Percentage","Artificial land","8.8",""
"2015","Yorkshire and The Humber","Percentage","Artificial land","9.4",""
"2012","Yorkshire and The Humber","Percentage","Artificial land","9",""
"2009","Yorkshire and The Humber","Percentage","Artificial land","8.6",""
"2018","East Yorkshire and Northern Lincolnshire","Percentage","Artificial land","7.2",""
"2015","East Yorkshire and Northern Lincolnshire","Percentage","Artificial land","7.1",""
"2012","East Yorkshire and Northern Lincolnshire","Percentage","Artificial land","6.3",""
"2009","East Yorkshire and Northern Lincolnshire","Percentage","Artificial land","6.3",""
"2018","North Yorkshire","Percentage","Artificial land","3.8",""
"2015","North Yorkshire","Percentage","Artificial land","4.2",""
"2012","North Yorkshire","Percentage","Artificial land","4.1",""
"2009","North Yorkshire","Percentage","Artificial land","4",""
"2018","South Yorkshire","Percentage","Artificial land","22.5",""
"2015","South Yorkshire","Percentage","Artificial land","24.1",""
"2012","South Yorkshire","Percentage","Artificial land","23.7",""
"2009","South Yorkshire","Percentage","Artificial land","22.1",""
"2018","West Yorkshire","Percentage","Artificial land","21.4",""
"2015","West Yorkshire","Percentage","Artificial land","23.4",""
"2012","West Yorkshire","Percentage","Artificial land","22.4",""
"2009","West Yorkshire","Percentage","Artificial land","21.6",""
"2018","East Midlands (UK)","Percentage","Artificial land","7.3",""
"2015","East Midlands (UK)","Percentage","Artificial land","8.9",""
"2012","East Midlands (UK)","Percentage","Artificial land","8.5",""
"2009","East Midlands (UK)","Percentage","Artificial land","8.1",""
"2018","Derbyshire and Nottinghamshire","Percentage","Artificial land","8.7",""
"2015","Derbyshire and Nottinghamshire","Percentage","Artificial land","12.3",""
"2012","Derbyshire and Nottinghamshire","Percentage","Artificial land","11.6",""
"2009","Derbyshire and Nottinghamshire","Percentage","Artificial land","11.4",""
"2018","Leicestershire, Rutland and Northamptonshire","Percentage","Artificial land","8.8",""
"2015","Leicestershire, Rutland and Northamptonshire","Percentage","Artificial land","9.8",""
"2012","Leicestershire, Rutland and Northamptonshire","Percentage","Artificial land","9.1",""
"2009","Leicestershire, Rutland and Northamptonshire","Percentage","Artificial land","8.4",""
"2018","Lincolnshire","Percentage","Artificial land","4.9",""
"2015","Lincolnshire","Percentage","Artificial land","5.6",""
"2012","Lincolnshire","Percentage","Artificial land","5.4",""
"2009","Lincolnshire","Percentage","Artificial land","5",""
"2018","West Midlands (UK)","Percentage","Artificial land","9.7",""
"2015","West Midlands (UK)","Percentage","Artificial land","10.3",""
"2012","West Midlands (UK)","Percentage","Artificial land","9.8",""
"2009","West Midlands (UK)","Percentage","Artificial land","9.7",""
"2018","Herefordshire, Worcestershire and Warwickshire","Percentage","Artificial land","7.7",""
"2015","Herefordshire, Worcestershire and Warwickshire","Percentage","Artificial land","8.1",""
"2012","Herefordshire, Worcestershire and Warwickshire","Percentage","Artificial land","7.4",""
"2009","Herefordshire, Worcestershire and Warwickshire","Percentage","Artificial land","7.5",""
"2018","Shropshire and Staffordshire","Percentage","Artificial land","7",""
"2015","Shropshire and Staffordshire","Percentage","Artificial land","8.4",""
"2012","Shropshire and Staffordshire","Percentage","Artificial land","8.2",""
"2009","Shropshire and Staffordshire","Percentage","Artificial land","8",""
"2018","West Midlands","Percentage","Artificial land","41.5",""
"2015","West Midlands","Percentage","Artificial land","37.3",""
"2012","West Midlands","Percentage","Artificial land","37.3",""
"2009","West Midlands","Percentage","Artificial land","34.8",""
"2018","East of England","Percentage","Artificial land","7.9",""
"2015","East of England","Percentage","Artificial land","8.5",""
"2012","East of England","Percentage","Artificial land","8.2",""
"2009","East of England","Percentage","Artificial land","7.9",""
"2018","East Anglia","Percentage","Artificial land","5.9",""
"2015","East Anglia","Percentage","Artificial land","6.7",""
"2012","East Anglia","Percentage","Artificial land","6.4",""
"2009","East Anglia","Percentage","Artificial land","6.2",""
"2018","Bedfordshire and Hertfordshire","Percentage","Artificial land","11.4",""
"2015","Bedfordshire and Hertfordshire","Percentage","Artificial land","12.3",""
"2012","Bedfordshire and Hertfordshire","Percentage","Artificial land","11.8",""
"2009","Bedfordshire and Hertfordshire","Percentage","Artificial land","11.8",""
"2018","Essex","Percentage","Artificial land","12",""
"2015","Essex","Percentage","Artificial land","11.5",""
"2012","Essex","Percentage","Artificial land","11.3",""
"2009","Essex","Percentage","Artificial land","10.9",""
"2018","London","Percentage","Artificial land","41.1",""
"2015","London","Percentage","Artificial land","59.5",""
"2012","London","Percentage","Artificial land","59.8",""
"2009","London","Percentage","Artificial land","58.9",""
"2018","Inner London - West","Percentage","Artificial land","57.2",""
"2015","Inner London - West","Percentage","Artificial land","67","u"
"2012","Inner London - West","Percentage","Artificial land","59.7","u"
"2009","Inner London - West","Percentage","Artificial land","100",""
"2018","Inner London - East","Percentage","Artificial land","50.5",""
"2015","Inner London - East","Percentage","Artificial land","78.9",""
"2012","Inner London - East","Percentage","Artificial land","90.2",""
"2009","Inner London - East","Percentage","Artificial land","73.4",""
"2018","Outer London - East and North East","Percentage","Artificial land","37.4",""
"2015","Outer London - East and North East","Percentage","Artificial land","60.1",""
"2012","Outer London - East and North East","Percentage","Artificial land","58.2",""
"2009","Outer London - East and North East","Percentage","Artificial land","58.5",""
"2018","Outer London - South","Percentage","Artificial land","33.8",""
"2015","Outer London - South","Percentage","Artificial land","54.8",""
"2012","Outer London - South","Percentage","Artificial land","54.4",""
"2009","Outer London - South","Percentage","Artificial land","52.1",""
"2018","Outer London - West and North West","Percentage","Artificial land","42.3",""
"2015","Outer London - West and North West","Percentage","Artificial land","51.9",""
"2012","Outer London - West and North West","Percentage","Artificial land","51.7",""
"2009","Outer London - West and North West","Percentage","Artificial land","48.4",""
"2018","South East (UK)","Percentage","Artificial land","10.6",""
"2015","South East (UK)","Percentage","Artificial land","10.2",""
"2012","South East (UK)","Percentage","Artificial land","9.8",""
"2009","South East (UK)","Percentage","Artificial land","9.2",""
"2018","Berkshire, Buckinghamshire and Oxfordshire","Percentage","Artificial land","9.4",""
"2015","Berkshire, Buckinghamshire and Oxfordshire","Percentage","Artificial land","10.1",""
"2012","Berkshire, Buckinghamshire and Oxfordshire","Percentage","Artificial land","9.8",""
"2009","Berkshire, Buckinghamshire and Oxfordshire","Percentage","Artificial land","9",""
"2018","Surrey, East and West Sussex","Percentage","Artificial land","11.6",""
"2015","Surrey, East and West Sussex","Percentage","Artificial land","10.6",""
"2012","Surrey, East and West Sussex","Percentage","Artificial land","10",""
"2009","Surrey, East and West Sussex","Percentage","Artificial land","9.6",""
"2018","Hampshire and Isle of Wight","Percentage","Artificial land","10.6",""
"2015","Hampshire and Isle of Wight","Percentage","Artificial land","9.1",""
"2012","Hampshire and Isle of Wight","Percentage","Artificial land","9",""
"2009","Hampshire and Isle of Wight","Percentage","Artificial land","8.8",""
"2018","Kent","Percentage","Artificial land","11.1",""
"2015","Kent","Percentage","Artificial land","10.9",""
"2012","Kent","Percentage","Artificial land","10.5",""
"2009","Kent","Percentage","Artificial land","9.2",""
"2018","South West (UK)","Percentage","Artificial land","7.6",""
"2015","South West (UK)","Percentage","Artificial land","5.9",""
"2012","South West (UK)","Percentage","Artificial land","5.4",""
"2009","South West (UK)","Percentage","Artificial land","5.3",""
"2018","Gloucestershire, Wiltshire and Bristol/Bath area","Percentage","Artificial land","7.9",""
"2015","Gloucestershire, Wiltshire and Bristol/Bath area","Percentage","Artificial land","7.5",""
"2012","Gloucestershire, Wiltshire and Bristol/Bath area","Percentage","Artificial land","7",""
"2009","Gloucestershire, Wiltshire and Bristol/Bath area","Percentage","Artificial land","6.9",""
"2018","Dorset and Somerset","Percentage","Artificial land","8.9",""
"2015","Dorset and Somerset","Percentage","Artificial land","5.9",""
"2012","Dorset and Somerset","Percentage","Artificial land","5.2",""
"2009","Dorset and Somerset","Percentage","Artificial land","4.8",""
"2018","Cornwall and Isles of Scilly","Percentage","Artificial land","8",""
"2015","Cornwall and Isles of Scilly","Percentage","Artificial land","5.7",""
"2012","Cornwall and Isles of Scilly","Percentage","Artificial land","4.6",""
"2009","Cornwall and Isles of Scilly","Percentage","Artificial land","5",""
"2018","Devon","Percentage","Artificial land","5.8",""
"2015","Devon","Percentage","Artificial land","4.4",""
"2012","Devon","Percentage","Artificial land","4.3",""
"2009","Devon","Percentage","Artificial land","3.9",""
"2018","Wales","Percentage","Artificial land","5.3",""
"2015","Wales","Percentage","Artificial land","5.4",""
"2012","Wales","Percentage","Artificial land","5.2",""
"2009","Wales","Percentage","Artificial land","5",""
"2018","West Wales and The Valleys","Percentage","Artificial land","5.3",""
"2015","West Wales and The Valleys","Percentage","Artificial land","5.5",""
"2012","West Wales and The Valleys","Percentage","Artificial land","5.3",""
"2009","West Wales and The Valleys","Percentage","Artificial land","5.1",""
"2018","East Wales","Percentage","Artificial land","5.4",""
"2015","East Wales","Percentage","Artificial land","5.2",""
"2012","East Wales","Percentage","Artificial land","4.9",""
"2009","East Wales","Percentage","Artificial land","4.7",""
"2018","Scotland","Percentage","Artificial land","2.2",""
"2015","Scotland","Percentage","Artificial land","2.2",""
"2012","Scotland","Percentage","Artificial land","2",""
"2009","Scotland","Percentage","Artificial land","2",""
"2018","Eastern Scotland (NUTS 2013)","Percentage","Artificial land",":",""
"2015","Eastern Scotland (NUTS 2013)","Percentage","Artificial land","2.9",""
"2012","Eastern Scotland (NUTS 2013)","Percentage","Artificial land","2.7",""
"2009","Eastern Scotland (NUTS 2013)","Percentage","Artificial land","2.7",""
"2018","South Western Scotland (NUTS 2013)","Percentage","Artificial land",":",""
"2015","South Western Scotland (NUTS 2013)","Percentage","Artificial land","5.2",""
"2012","South Western Scotland (NUTS 2013)","Percentage","Artificial land","4.7",""
"2009","South Western Scotland (NUTS 2013)","Percentage","Artificial land","4.7",""
"2018","North Eastern Scotland","Percentage","Artificial land","2.7",""
"2015","North Eastern Scotland","Percentage","Artificial land","3.1",""
"2012","North Eastern Scotland","Percentage","Artificial land","2.9",""
"2009","North Eastern Scotland","Percentage","Artificial land","2.8",""
"2018","Highlands and Islands","Percentage","Artificial land","0.8",""
"2015","Highlands and Islands","Percentage","Artificial land","0.8",""
"2012","Highlands and Islands","Percentage","Artificial land","0.8",""
"2009","Highlands and Islands","Percentage","Artificial land","0.7",""
"2018","Eastern Scotland","Percentage","Artificial land","4.2",""
"2015","Eastern Scotland","Percentage","Artificial land",":",""
"2012","Eastern Scotland","Percentage","Artificial land",":",""
"2009","Eastern Scotland","Percentage","Artificial land",":",""
"2018","West Central Scotland","Percentage","Artificial land","9.9",""
"2015","West Central Scotland","Percentage","Artificial land",":",""
"2012","West Central Scotland","Percentage","Artificial land",":",""
"2009","West Central Scotland","Percentage","Artificial land",":",""
"2018","Southern Scotland","Percentage","Artificial land","2.9",""
"2015","Southern Scotland","Percentage","Artificial land",":",""
"2012","Southern Scotland","Percentage","Artificial land",":",""
"2009","Southern Scotland","Percentage","Artificial land",":",""
"2018","Northern Ireland (UK)","Percentage","Artificial land","7.5",""
"2015","Northern Ireland (UK)","Percentage","Artificial land","5.9",""
"2012","Northern Ireland (UK)","Percentage","Artificial land","5.5",""
"2009","Northern Ireland (UK)","Percentage","Artificial land","5.4",""
"2018","Northern Ireland (UK)","Percentage","Artificial land","7.5",""
"2015","Northern Ireland (UK)","Percentage","Artificial land","5.9",""
"2012","Northern Ireland (UK)","Percentage","Artificial land","5.5",""
"2009","Northern Ireland (UK)","Percentage","Artificial land","5.4",""
